ReportID,ArrestDate,Time,Age,Sex,RaceCat,Charge,ChargeDescription,Address,CrossStreet,geometry,Name,Descriptio
5940485,05/27/2020 12:00:00 AM,0145,11,M,Hispanic/Latinx/Mexican,300(D)WI,FAIL PROTECT CHILD FROM SEXUAL ABUSE,1300 W  FLORENCE                     AV,NA,"c(-118.2984, 33.9746)",Vermont-Slauson,NA
5946775,06/01/2020 12:00:00 AM,2250,12,M,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,1600 W  12TH                         ST,NA,"c(-118.276, 34.0462)",Pico-Union,NA
201910320,05/27/2020 12:00:00 AM,1255,36,M,White,41.24DLAMC,TRESPASS W/PRIOR WARNING 24HRS,11100 N  SEPULVEDA                    BL,NA,"c(-118.4696, 34.2747)",Mission Hills,NA
5941486,05/28/2020 12:00:00 AM,0655,24,F,Hispanic/Latinx/Mexican,10851(A)VC,TAKE VEHICLE W/O OWNER'S CONSENT,ORION,PLUMMER,"c(-118.4718, 34.2428)",North Hills,NA
5946397,06/01/2020 12:00:00 AM,0805,21,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,CITRUS,DELONGPRE,"c(-118.3417, 34.1006)",Hollywood,NA
5946257,06/01/2020 12:00:00 AM,1943,22,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,12900    SHERMAN                      WY,NA,"c(-118.4166, 34.1936)",Valley Glen,NA
5942394,05/28/2020 12:00:00 AM,1625,32,M,Hispanic/Latinx/Mexican,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,700 S  UNION                        AV,NA,"c(-118.2738, 34.0531)",Westlake,NA
5947793,06/03/2020 12:00:00 AM,0950,26,M,Black,487(D)(1)PC,GRAND THEFT AUTO/HORSE/ETC,1900 S  FIGUEROA                     ST,NA,"c(-118.2737, 34.0335)",Historic South-Central,NA
5942717,05/29/2020 12:00:00 AM,0850,28,F,Hispanic/Latinx/Mexican,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,4600    RAYMOND                      AV,NA,"c(-118.298, 34.0017)",Vermont Square,NA
5941619,05/28/2020 12:00:00 AM,0930,32,M,White,243(E)(1)PC,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,5900    RESEDA                       BL,NA,"c(-118.5384, 34.1769)",Tarzana,NA
5946487,06/01/2020 12:00:00 AM,1900,31,M,Other,25850(A)PC,CARRY LOADED F/ARM PRSON/HEH PUBLIC PLACE,500 S  MAIN                         ST,NA,"c(-118.2488, 34.0465)",Downtown,NA
5945755,05/31/2020 12:00:00 AM,2030,23,F,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,ABBOT KINNEY,CALIFORNIA                   AV,"c(-118.466, 33.9907)",Venice,NA
200910279,05/28/2020 12:00:00 AM,2000,27,M,Hispanic/Latinx/Mexican,647(B)(1)PC,SOLICIT/ENGAGE IN ANY ACT OF PROSTITUTION,SHERMAN                      WY,SEPULVEDA                    BL,"c(-118.4662, 34.2012)",Van Nuys,NA
5768769,05/31/2020 12:00:00 AM,0200,27,M,Black,459PC,BURGLARY,HOLLYWOOD                    BL,SCHRADER,"c(-118.3325, 34.1016)",Hollywood,NA
5945387,05/31/2020 12:00:00 AM,1210,56,F,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,800 S  BROADWAY,NA,"c(-118.255, 34.0434)",Downtown,NA
5945757,05/31/2020 12:00:00 AM,2330,41,M,Hispanic/Latinx/Mexican,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,900 E  57TH                         ST,NA,"c(-118.2593, 33.9907)",South Park,NA
200810142,05/29/2020 12:00:00 AM,0830,61,M,Black,41.45LAMC,ILLEGAL POSSESSION OF SHOPPING CART***,IOWA,BELOIT,"c(-118.4561, 34.0413)",Sawtelle,NA
200910468,06/03/2020 12:00:00 AM,2105,27,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,VAN NUYS                     BL,SHERMAN                      WY,"c(-118.4487, 34.2012)",Van Nuys,NA
5945470,05/31/2020 12:00:00 AM,1815,26,M,Hispanic/Latinx/Mexican,487(D)(1)PC,GRAND THEFT AUTO/HORSE/ETC,SATICOY,ZELZAH,"c(-118.523, 34.2084)",Reseda,NA
200210791,05/27/2020 12:00:00 AM,1355,43,M,Hispanic/Latinx/Mexican,25620(A)BP,DRINKING ALCOHOL,4000    MONROE                       ST,NA,"c(-118.2845, 34.0856)",Silver Lake,NA
5945220,05/30/2020 12:00:00 AM,2155,21,F,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,MELROSE                      PL,MELROSE                      PL,"c(-118.3605, 34.0838)",Fairfax,NA
5940918,05/27/2020 12:00:00 AM,1200,21,M,Hispanic/Latinx/Mexican,211PC,ROBBERY,1000 W  39TH                         ST,NA,"c(-118.2915, 34.0155)",Exposition Park,NA
5947660,06/03/2020 12:00:00 AM,0146,36,M,Black,10851(A)VC,TAKE VEHICLE W/O OWNER'S CONSENT,HOOVER                       AV,79TH                         ST,"c(-118.285, 33.9622)",Vermont Knolls,NA
201411678,05/28/2020 12:00:00 AM,0655,58,M,White,25620AB&P,NA,BROOKS,OCEAN FRONT                  WK,"c(-118.4703, 33.988)",Venice,NA
5945676,05/31/2020 12:00:00 AM,2010,21,M,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,WINDSOR,10,"c(-118.3262, 34.0585)",Mid-Wilshire,NA
200910461,06/03/2020 12:00:00 AM,2255,25,M,Black,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,VAN NUYS                     BL,MILBANK                      ST,"c(-118.4487, 34.153)",Sherman Oaks,NA
5944727,05/30/2020 12:00:00 AM,1136,20,M,Black,3000.08PC,NA,6200    SYLMAR                       AV,NA,"c(-118.4465, 34.1827)",Van Nuys,NA
200112905,06/02/2020 12:00:00 AM,2045,29,M,Black,11359(B)HS,POSSESS MARIJUANA FOR SALE,700 S  OLIVE                        ST,NA,"c(-118.2556, 34.0467)",Downtown,NA
5947499,06/02/2020 12:00:00 AM,2130,18,M,Hispanic/Latinx/Mexican,211PC,ROBBERY,MADISON,SANTA MONICA,"c(-118.2893, 34.0909)",East Hollywood,NA
202110185,05/27/2020 12:00:00 AM,1130,43,M,White,594(A)PC,VANDALISM,22400 W  VENTURA                      BL,NA,"c(-118.6145, 34.1688)",Woodland Hills,NA
200810140,05/29/2020 12:00:00 AM,0800,41,M,Black,41.45CLAMC,ILLEGAL POSSESSION OF SHOPPING CART,PONTIUS,OLYMPIC,"c(-118.4385, 34.0399)",Sawtelle,NA
5947482,06/02/2020 12:00:00 AM,1900,40,M,Hispanic/Latinx/Mexican,594(A)(1)PC,DEFACE PROPERTY,300    CULVER                       BL,NA,"c(-118.4476, 33.9596)",Playa del Rey,NA
5947155,06/02/2020 12:00:00 AM,1530,19,M,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,IVAR,SELMA,"c(-118.3282, 34.0998)",Hollywood,NA
201411614,05/29/2020 12:00:00 AM,1530,41,M,White,63.44(B)(24,NA,OCEAN FRONT                  WK,BREEZE,"c(-118.4764, 33.9901)",Venice,NA
5945331,05/31/2020 12:00:00 AM,0030,29,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,7900    MELROSE                      AV,NA,"c(-118.3621, 34.0838)",Beverly Grove,NA
5942611,05/29/2020 12:00:00 AM,0045,26,M,Hispanic/Latinx/Mexican,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,8800    CEDROS                       AV,NA,"c(-118.4535, 34.2301)",Panorama City,NA
5941235,05/27/2020 12:00:00 AM,2020,29,F,Hispanic/Latinx/Mexican,487(D)(1)PC,GRAND THEFT AUTO/HORSE/ETC,32ND                         ST,GRIFFITH,"c(-118.2604, 34.0154)",Historic South-Central,NA
5768801,05/31/2020 12:00:00 AM,0300,39,M,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,SAN PEDRO,4TH                          ST,"c(-118.243, 34.0458)",Downtown,NA
5941608,05/28/2020 12:00:00 AM,1000,37,M,Hispanic/Latinx/Mexican,459PC,BURGLARY,1200    STONER                       AV,NA,"c(-118.4618, 34.0487)",Sawtelle,NA
5945836,06/01/2020 12:00:00 AM,0005,28,M,White,459PC,BURGLARY,FLORES                       AV,BEVERLY                      BL,"c(-118.3711, 34.0761)",Beverly Grove,NA
5946187,06/01/2020 12:00:00 AM,1800,53,M,Other,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,2900    9TH                          AV,NA,"c(-118.3272, 34.0277)",Jefferson Park,NA
5941304,05/27/2020 12:00:00 AM,1950,36,M,Hispanic/Latinx/Mexican,487(A)PC,GRAND THEFT MONEY/PROPERTY > $400,43RD                         ST,VERMONT,"c(-118.2915, 34.0055)",Vermont Square,NA
5945315,05/31/2020 12:00:00 AM,0002,33,M,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,MELROSE                      AV,GARDNER                      AV,"c(-118.3533, 34.0837)",Fairfax,NA
200112382,05/30/2020 12:00:00 AM,1730,25,F,Black,11350HS,POSSESS CONTROLLED SUBSTANCE,COTTAGE HOME,BROADWAY,"c(-118.2359, 34.068)",Elysian Park,NA
200910613,06/01/2020 12:00:00 AM,2315,24,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,15000    KESWICK                      ST,NA,"c(-118.4592, 34.2103)",Van Nuys,NA
200910458,06/03/2020 12:00:00 AM,2140,20,F,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,6900    VAN NUYS                     BL,NA,"c(-118.4487, 34.1961)",Van Nuys,NA
5940432,05/27/2020 12:00:00 AM,0110,49,M,Black,10851(A)VC,TAKE VEHICLE W/O OWNER'S CONSENT,BURBANK,W  WHITE OAK,"c(-118.5185, 34.1723)",Encino,NA
200610957,06/01/2020 12:00:00 AM,1915,30,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,VINE,FOUNTAIN,"c(-118.3266, 34.0944)",Hollywood,NA
5942662,05/29/2020 12:00:00 AM,0300,17,M,Black,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,62ND                         ST,VERMONT                      AV,"c(-118.2915, 33.9837)",Vermont-Slauson,NA
5941544,05/28/2020 12:00:00 AM,1000,38,M,Hispanic/Latinx/Mexican,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,SHERMAN                      WY,JORDAN,"c(-118.6029, 34.201)",Canoga Park,NA
200910547,06/01/2020 12:00:00 AM,1915,26,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,SHERMAN                      WY,VAN NUYS,"c(-118.4487, 34.2012)",Van Nuys,NA
200910432,06/01/2020 12:00:00 AM,2130,37,M,Black,463PC,NA,7100    VAN NUYS                     BL,NA,"c(-118.4574, 34.1976)",Van Nuys,NA
5942636,05/29/2020 12:00:00 AM,0145,27,M,Hispanic/Latinx/Mexican,29800(A)1PC,POSS F/ARM BY CONVICTED FELON/ADDICT/ETC,14TH                         ST,PALOMA                       AV,"c(-118.2507, 34.0341)",Downtown,NA
200810146,05/29/2020 12:00:00 AM,1000,29,F,Black,41.45LAMC,ILLEGAL POSSESSION OF SHOPPING CART***,OHIO,WELLESLEY,"c(-118.4588, 34.0465)",Sawtelle,NA
200210675,05/27/2020 12:00:00 AM,0915,26,F,White,41.24(A)LAM,NA,WILSHIRE,ALVARADO,"c(-118.2759, 34.058)",Westlake,NA
5945637,05/31/2020 12:00:00 AM,2200,34,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,12400    VENICE                       BL,NA,"c(-118.4423, 34.0038)",Mar Vista,NA
5944715,05/30/2020 12:00:00 AM,1030,29,M,Black,422(A)PC,TERRORIZE CAUSING FEAR,COMPTON,113TH                        ST,"c(-118.2463, 33.9321)",Watts,NA
200910602,06/01/2020 12:00:00 AM,1830,31,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,6500    VAN NUYS                     BL,NA,"c(-118.4487, 34.1887)",Van Nuys,NA
5946101,06/01/2020 12:00:00 AM,1740,18,M,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,SYLVAN,E  COLUMBUS,"c(-118.464, 34.1848)",Van Nuys,NA
5945258,05/31/2020 12:00:00 AM,0010,20,M,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,MELROSE                      AV,FULLER,"c(-118.3498, 34.0836)",Fairfax,NA
5947115,06/02/2020 12:00:00 AM,1400,23,F,Black,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,4200    DON CARLOS                   DR,NA,"c(-118.3553, 34.0076)",Baldwin Hills/Crenshaw,NA
5941249,05/27/2020 12:00:00 AM,2200,23,M,Black,211PC,ROBBERY,6200    HOLLYWOOD,NA,"c(-118.3245, 34.1017)",Hollywood,NA
200910558,06/01/2020 12:00:00 AM,2300,35,M,Black,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,VAN NUYS,SHERMAN                      WY,"c(-118.4487, 34.2012)",Van Nuys,NA
5947556,06/02/2020 12:00:00 AM,1900,59,F,Black,243(A)PC,BATTERY ON PERSON,8000 S  BROADWAY,NA,"c(-118.2783, 33.9669)",Florence,NA
200113179,06/01/2020 12:00:00 AM,1900,15,M,Black,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,WINSTON,MAIN,"c(-118.2477, 34.0476)",Downtown,NA
200610886,06/01/2020 12:00:00 AM,2346,28,F,Black,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,HOLLYWOOD,CAHUENGA,"c(-118.3417, 34.1006)",Hollywood,NA
5946892,06/02/2020 12:00:00 AM,0205,38,M,Hispanic/Latinx/Mexican,10851(E)VC,TAKE VEH:NO CNSNT:SPEC PR,7600    TRUXTON,NA,"c(-118.3916, 33.9708)",Westchester,NA
200113163,06/02/2020 12:00:00 AM,1930,14,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,SPRING,1ST                          ST,"c(-118.2445, 34.0529)",Downtown,NA
5946389,06/01/2020 12:00:00 AM,1815,24,M,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,7100    VAN NUYS                     BL,NA,"c(-118.4574, 34.1976)",Van Nuys,NA
5944699,05/30/2020 12:00:00 AM,0945,33,M,Hispanic/Latinx/Mexican,3455(B)1PC,WARRANT-PETITION TO REVOKE COMMUNITY SUPVN,20400    SATICOY                      ST,NA,"c(-118.5754, 34.212)",Winnetka,NA
5942976,05/29/2020 12:00:00 AM,0715,25,M,Hispanic/Latinx/Mexican,459PC,BURGLARY,2400    HUNTER                       ST,NA,"c(-118.2274, 34.0276)",Downtown,NA
5941682,05/28/2020 12:00:00 AM,1435,33,F,Hispanic/Latinx/Mexican,243(A)PC,BATTERY ON PERSON,200 N  ALVARADO                     ST,NA,"c(-118.2731, 34.0677)",Westlake,NA
200112858,05/31/2020 12:00:00 AM,2300,30,M,Other,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,7TH,HILL                         ST,"c(-118.2507, 34.0446)",Downtown,NA
5945235,05/30/2020 12:00:00 AM,2120,19,M,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,1300 S  LA BREA                      AV,NA,"c(-118.3442, 34.0497)",Mid-Wilshire,NA
5941268,05/27/2020 12:00:00 AM,2055,44,M,White,10851(A)VC,TAKE VEHICLE W/O OWNER'S CONSENT,CAHUENGA,WARING,"c(-118.3288, 34.0853)",Hollywood,NA
5947383,06/02/2020 12:00:00 AM,2015,19,M,Black,243(E)(1)PC,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,200 E  99TH                         ST,NA,"c(-118.2717, 33.9465)",Broadway-Manchester,NA
201709617,05/27/2020 12:00:00 AM,1520,26,M,Hispanic/Latinx/Mexican,41.27CLAMC,DRINKING IN PUBLIC,DE SOTO                      AV,LASSEN                       ST,"c(-118.5886, 34.25)",Chatsworth,NA
5946156,06/01/2020 12:00:00 AM,1815,36,M,Hispanic/Latinx/Mexican,21810PC,MFG/SELL/GIVE/LEND POSSESS METAL KNUCKLES,HAMLIN,VAN NUYS,"c(-118.4487, 34.1887)",Van Nuys,NA
5945507,05/31/2020 12:00:00 AM,1930,25,M,Hispanic/Latinx/Mexican,273.6(A)PC,DISOBEY DOMESTIC RELATIONS COURT ORDER,11300    GORMAN                       AV,NA,"c(-118.2318, 33.9325)",Watts,NA
201910447,05/29/2020 12:00:00 AM,0825,33,F,Hispanic/Latinx/Mexican,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,15300    ROSCOE                       BL,NA,"c(-118.4637, 34.2249)",North Hills,NA
5940465,05/27/2020 12:00:00 AM,0200,41,M,Hispanic/Latinx/Mexican,10851(A)VC,TAKE VEHICLE W/O OWNER'S CONSENT,MISSION,MYERS,"c(-118.2279, 34.0457)",Boyle Heights,NA
5945649,05/31/2020 12:00:00 AM,2128,23,M,Black,25400(A)1PC,CARRY CONCEALED WEAPON IN VEHICLE,3RD                          ST,SAN PEDRO                    PL,"c(-118.2474, 34.0448)",Downtown,NA
5942438,05/28/2020 12:00:00 AM,1740,27,F,Black,20002(A)VC,HIT AND RUN:PROP DAMAGE,7000    CIMARRON                     ST,NA,"c(-118.3159, 33.9762)",Chesterfield Square,NA
5941403,05/27/2020 12:00:00 AM,1800,32,M,Black,187(A)PC,MURDER:FIRST DEGREE:SHOOT FROM VEHICLE,200 W  6TH                          ST,NA,"c(-118.251, 34.046)",Downtown,NA
200810145,05/29/2020 12:00:00 AM,1005,29,M,Black,41.45CLAMC,ILLEGAL POSSESSION OF SHOPPING CART,OHIO,WELLESLEY,"c(-118.4645, 34.0388)",Sawtelle,NA
200910627,06/01/2020 12:00:00 AM,2200,23,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,VAN NUYS                     BL,SHERMAN                      WY,"c(-118.4487, 34.2012)",Van Nuys,NA
5942123,05/28/2020 12:00:00 AM,1530,35,M,Black,487(D)(1)PC,GRAND THEFT AUTO/HORSE/ETC,ALVARADO,6TH                          ST,"c(-118.2749, 34.0595)",Westlake,NA
5945815,06/01/2020 12:00:00 AM,0115,25,F,White,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,200    MAIN                         ST,NA,"c(-118.479, 33.9975)",Venice,NA
5946943,06/02/2020 12:00:00 AM,0330,19,M,Hispanic/Latinx/Mexican,594(A)(2)PC,DAMAGE PROPERTY,1900 W  SLAUSON                      AV,NA,"c(-118.3108, 33.9921)",Chesterfield Square,NA
5945800,06/01/2020 12:00:00 AM,0135,24,M,Black,246.3(A)PC,WILLFUL DISCHRG FIREARM IN GROSS NEG MANNR,4400    DON TOMASO                   DR,NA,"c(-118.354, 34.0025)",Baldwin Hills/Crenshaw,NA
5947038,06/02/2020 12:00:00 AM,1030,42,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,1100    GARFIELD,NA,"c(-118.4517, 33.9906)",Venice,NA
5946946,06/02/2020 12:00:00 AM,0450,36,M,Black,211PC,ROBBERY,200    BOYD                         ST,NA,"c(-118.2454, 34.0478)",Downtown,NA
200112301,05/27/2020 12:00:00 AM,1620,33,M,Black,11359HS,NA,8TH                          ST,FLOWER,"c(-118.2601, 34.0473)",Downtown,NA
5946067,06/01/2020 12:00:00 AM,1300,24,M,Hispanic/Latinx/Mexican,166(C)(1)PC,VIOL DOMESTIC VIOL PROTECT/STAY AWAY ORD,14700    STRATHERN                    ST,NA,"c(-118.4531, 34.2161)",Panorama City,NA
5942442,05/28/2020 12:00:00 AM,1950,34,M,Hispanic/Latinx/Mexican,3455(A)4PC,BENCH WARRANT ISSUED,LA CIENEGA                   BL,VENICE,"c(-118.3779, 34.0351)",Mid-City,NA
5946865,06/02/2020 12:00:00 AM,0130,31,M,Other,30600(A)PC,MFG/DISTRIBUTE/TRANSFER/ETC ASSAULT WPN,200 N  MAIN                         ST,NA,"c(-118.2425, 34.0532)",Downtown,NA
5945490,05/31/2020 12:00:00 AM,2000,22,M,White,21510(A)PC,POSSESS SWITCHBLADE KNIFE VEH/PUB PLACE,13TH                         ST,PACIFIC,"c(-118.2879, 33.7324)",San Pedro,NA
5946850,06/02/2020 12:00:00 AM,0210,29,M,Hispanic/Latinx/Mexican,1551.1PC,FUGITIVE FROM JUSTICE WARRANTLESS ARR,1800 S  PACIFIC                      AV,NA,"c(-118.2963, 33.7243)",San Pedro,NA
5947554,06/02/2020 12:00:00 AM,2335,32,F,White,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,10800    REDMONT                      AV,NA,"c(-118.2931, 34.2655)",Tujunga,NA
5945303,05/31/2020 12:00:00 AM,0035,20,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,7900    MELROSE                      AV,NA,"c(-118.3621, 34.0838)",Beverly Grove,NA
5942583,05/28/2020 12:00:00 AM,2330,28,M,Hispanic/Latinx/Mexican,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,KESTER,CLARK,"c(-118.4589, 34.1766)",Van Nuys,NA
200113175,05/30/2020 12:00:00 AM,2250,17,F,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,BROADWAY,7TH                          ST,"c(-118.253, 34.0455)",Downtown,NA
5945103,05/31/2020 12:00:00 AM,0035,23,M,Hispanic/Latinx/Mexican,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,1800 W  57TH                         ST,NA,"c(-118.3096, 33.991)",Chesterfield Square,NA
5944702,05/30/2020 12:00:00 AM,0835,44,M,Black,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",4000    MENLO                        AV,NA,"c(-118.29, 34.0109)",Exposition Park,NA
5946887,06/02/2020 12:00:00 AM,0025,35,M,Hispanic/Latinx/Mexican,496(A)PC,RECEIVING KNOWN STOLEN PROPERTY >$950,1000 E  79TH                         ST,NA,"c(-118.2629, 33.9711)",Florence,NA
200910406,06/01/2020 12:00:00 AM,2000,18,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,7300    TYRONE                       AV,NA,"c(-118.4444, 34.203)",Van Nuys,NA
5947040,06/02/2020 12:00:00 AM,0920,16,F,Black,211PC,ROBBERY,5TH                          ST,VERMONT                      AV,"c(-118.2916, 34.0654)",Koreatown,NA
5941510,05/28/2020 12:00:00 AM,0740,38,M,Hispanic/Latinx/Mexican,10851(A)VC,TAKE VEHICLE W/O OWNER'S CONSENT,17TH                         ST,HOOPER,"c(-118.2448, 34.0235)",Downtown,NA
210106843,05/29/2020 12:00:00 AM,2215,23,M,Hispanic/Latinx/Mexican,148(A)(1)PC,OBSTRUCT/ETC PUB OFCR/ETC,3RD,2ND,"c(-118.2432, 34.0525)",Downtown,NA
5940837,05/27/2020 12:00:00 AM,1430,22,F,White,211PC,ROBBERY,12700    MITCHELL                     AV,NA,"c(-118.4373, 33.997)",Mar Vista,NA
5942576,05/29/2020 12:00:00 AM,0015,35,M,Hispanic/Latinx/Mexican,422(A)PC,TERRORIZE CAUSING FEAR,HOLLYWOOD,HIGHLAND,"c(-118.3387, 34.1016)",Hollywood,NA
5945334,05/31/2020 12:00:00 AM,0220,18,F,White,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,8300    BEVERLY                      BL,NA,"c(-118.3706, 34.0761)",Beverly Grove,NA
200500676,06/02/2020 12:00:00 AM,0830,40,M,White,11364(A)HS,POSS DEVICE/INSTRUMT/PARAPHERNALIA,PACIFIC COAST                HY,ALAMEDA,"c(-118.2414, 33.7913)",Wilmington,NA
200610976,06/01/2020 12:00:00 AM,1920,31,M,White,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,SELMA,CAHUENGA,"c(-118.3295, 34.0998)",Hollywood,NA
201510748,05/27/2020 12:00:00 AM,0100,29,M,Hispanic/Latinx/Mexican,25620A,NA,LAUREL CANYON,OXNARD,"c(-118.3965, 34.1794)",Valley Glen,NA
5947451,06/02/2020 12:00:00 AM,1950,51,M,Hispanic/Latinx/Mexican,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",6600    CRENSHAW                     BL,NA,"c(-118.3309, 33.9797)",Hyde Park,NA
5946911,06/01/2020 12:00:00 AM,1830,28,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,6700    TOPANGA CANYON               BL,NA,"c(-118.6059, 34.1926)",Canoga Park,NA
200611937,06/01/2020 12:00:00 AM,2230,30,M,White,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,LELAND,VINE                         ST,"c(-118.3266, 34.097)",Hollywood,NA
202110027,06/01/2020 12:00:00 AM,2325,30,M,White,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,VANOWEN,FALLBROOK,"c(-118.6234, 34.1937)",West Hills,NA
5943001,05/29/2020 12:00:00 AM,1230,27,M,Hispanic/Latinx/Mexican,487(A)PC,GRAND THEFT MONEY/PROPERTY > $400,2100    JOHN S GIBSON,NA,"c(-118.2895, 33.7567)",Wilmington,NA
5940540,05/27/2020 12:00:00 AM,0345,43,M,Black,487(D)(1)PC,GRAND THEFT AUTO/HORSE/ETC,4100 E  CAHUENGA                     BL,NA,"c(-118.3615, 34.1439)",Toluca Lake,NA
202110117,06/03/2020 12:00:00 AM,0900,41,M,White,594(B)2(A),NA,20700    CLARK                        ST,NA,"c(-118.5826, 34.169)",Woodland Hills,NA
5947919,06/03/2020 12:00:00 AM,1740,43,F,Other,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,8700    ETIWANDA                     AV,NA,"c(-118.5324, 34.2287)",Northridge,NA
5942994,05/29/2020 12:00:00 AM,0330,19,M,Hispanic/Latinx/Mexican,459PC,BURGLARY,LANGDON                      AV,DEVONSHIRE                   ST,"c(-118.4696, 34.2573)",Mission Hills,NA
5947069,06/02/2020 12:00:00 AM,0940,15,M,Hispanic/Latinx/Mexican,10851(A)VC,TAKE VEHICLE W/O OWNER'S CONSENT,SUNSET                       BL,SILVERLAKE,"c(-118.2646, 34.0882)",Silver Lake,NA
200610966,06/01/2020 12:00:00 AM,2245,24,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,1600    IVAR                         AV,NA,"c(-118.3282, 34.0998)",Hollywood,NA
5948452,06/03/2020 12:00:00 AM,2100,28,M,Hispanic/Latinx/Mexican,A187(A)PC,ATTEMPT - MURDER,6TH                          ST,MAIN                         ST,"c(-118.2558, 34.0491)",Downtown,NA
5946076,06/01/2020 12:00:00 AM,1230,30,M,Hispanic/Latinx/Mexican,A215(A)PC,ATTEMPTED CARJACKING,3200    VENICE                       BL,NA,"c(-118.3189, 34.0436)",Arlington Heights,NA
